id,count
0,96.27
1,213.98
2,70.52
4,32.43
5,74.86
10,122.45
11,201.18
12,318.22
15,35.85
17,121.97
18,302.71
23,247.71
25,84.07
26,37.91
31,204.3
39,149.61
40,26.64
41,186.67
42,357.46
43,143.33
51,233.26
52,91.61
54,15.86
60,130.38
61,131.37
62,115.79
63,31.94
65,119.65
66,113.73
68,152.9
71,70.56
80,29.71
82,59.31
94,125.32
98,282.22
101,34.72
102,131.13
107,113.21
112,234.69
113,81.11
115,53.93
116,125.34
120,155.09
121,84.79
122,331.06
132,191.35
143,93.63
147,59.56
150,17.4
151,85.67
152,242.19
153,94.62
155,183.67
156,83.23
159,185.83
161,145.6
163,45.25
177,168.75
186,13.33
188,19.05
190,86.6
191,85.06
192,263.86
195,303.68
200,142.61
209,317.74
210,15.42
211,233.18
214,103.59
215,27.04
218,100.06
219,33.37
222,134.26
225,14.82
228,312.37
236,208.0
241,35.11
242,181.62
243,227.41
245,17.63
247,243.53
251,131.3
252,90.19
253,83.75
254,92.31
258,328.48
260,43.49
261,163.05
265,119.36
266,283.93
267,297.56
269,148.46
270,64.09
275,100.41
278,35.59
279,81.58
286,93.48
287,27.77
288,226.54
289,136.5
293,18.82
294,137.58
297,39.77
302,117.3
303,66.12
304,76.64
307,100.63
309,18.32
311,169.42
312,116.2
314,174.9
315,227.58
319,163.28
322,117.8
323,59.63
325,134.24
327,242.43
330,34.7
332,186.68
333,18.04
338,99.01
341,106.15
345,191.67
348,118.22
349,45.44
350,120.61
352,57.74
355,14.17
356,248.48
358,61.42
363,127.72
369,162.27
371,17.66
372,146.2
375,304.04
380,125.51
388,45.94
391,147.9
392,255.08
393,373.8
394,204.79
396,28.23
401,37.47
407,109.41
409,85.19
410,112.5
416,95.31
418,124.51
420,140.24
421,233.74
422,131.05
424,288.7
428,337.97
429,239.56
431,153.42
435,10.57
439,114.79
441,11.11
447,97.25
449,142.43
451,147.46
452,15.69
454,207.34
458,227.85
463,122.83
467,15.1
470,234.16
471,149.32
474,294.46
478,17.84
483,120.83
484,133.39
485,84.26
486,124.19
491,97.3
494,102.08
495,245.98
497,202.67
499,152.63
515,104.88
518,210.93
521,165.21
525,155.48
529,241.01
532,135.6
534,111.17
540,117.07
544,295.63
547,157.28
549,45.3
563,33.26
564,141.89
567,120.84
572,102.75
577,133.92
578,273.67
585,337.76
588,132.75
589,122.67
590,111.97
592,16.26
594,219.96
596,13.31
598,334.35
599,138.03
605,37.84
606,128.17
607,250.81
608,221.97
609,64.16
610,281.68
611,185.89
614,134.35
615,211.4
616,257.23
617,126.36
618,236.36
624,118.3
629,135.49
631,91.32
633,97.54
637,27.26
638,104.54
643,75.74
644,128.56
645,33.57
646,209.2
648,188.84
650,38.49
651,209.78
652,265.2
656,97.42
657,20.08
659,59.75
660,209.29
662,99.44
665,384.45
675,317.76
681,166.25
682,211.17
685,19.73
686,203.65
689,26.96
696,136.45
703,138.82
704,97.52
705,104.53
714,236.71
717,96.82
718,14.44
720,89.51
721,256.46
723,231.46
726,194.26
728,140.25
730,199.42
731,27.07
734,341.94
737,74.24
738,19.53
745,150.57
746,27.18
749,231.78
752,27.49
753,183.64
758,247.16
765,14.9
766,245.27
768,84.26
769,175.28
774,130.28
775,110.56
781,51.65
784,325.0
794,18.5
795,267.13
796,87.34
802,145.95
803,218.17
805,33.37
806,286.52
807,100.97
809,15.15
810,165.35
812,190.46
814,113.74
818,248.03
819,137.02
825,75.94
836,107.22
839,120.65
847,262.3
848,173.17
851,119.64
852,129.52
853,33.65
857,135.72
858,43.1
859,219.11
861,22.31
867,99.82
870,211.31
871,212.51
872,248.55
874,368.06
881,190.49
886,133.92
890,61.03
895,166.7
899,92.17
900,267.69
901,254.9
902,251.78
903,39.45
913,270.26
918,199.08
923,118.16
924,36.78
926,25.27
927,18.71
930,227.3
934,32.53
937,112.08
939,145.34
941,96.32
942,369.65
946,278.84
950,97.71
953,86.94
959,96.44
961,28.77
962,97.53
964,76.33
969,183.31
971,155.17
976,41.26
978,250.88
980,234.71
981,149.47
990,364.54
993,19.35
996,19.83
998,322.64
999,184.41
1006,122.91
1008,15.85
1013,32.9
1015,96.04
1016,119.86
1022,301.68
1026,225.53
1028,253.23
1031,51.59
1034,44.61
1037,202.52
1040,66.24
1042,19.61
1046,19.06
1048,101.16
1049,114.42
1050,55.82
1051,214.43
1052,242.85
1055,190.39
1060,160.57
1064,29.24
1066,77.79
1071,97.15
1073,12.16
1089,198.86
1091,93.28
1092,71.52
1093,227.45
1096,307.32
1097,226.1
1098,16.81
1099,41.57
1102,175.69
1107,100.88
1109,40.74
1111,144.72
1112,119.04
1114,301.54
1116,295.64
1117,117.91
1118,67.47
1122,134.24
1124,155.16
1127,116.57
1133,246.31
1134,37.82
1135,112.49
1139,294.03
1143,53.04
1150,120.51
1151,117.38
1153,264.53
1155,27.28
1162,29.86
1163,206.22
1166,23.35
1171,85.61
1172,15.52
1173,268.35
1174,81.75
1177,118.93
1178,140.43
1184,188.04
1185,111.92
1186,114.02
1187,151.62
1188,287.88
1191,134.15
1207,119.28
1213,45.92
1215,123.82
1223,172.69
1227,122.29
1236,60.36
1237,59.3
1238,18.89
1241,30.33
1248,17.7
1250,37.63
1251,163.21
1253,113.96
1255,99.3
1257,165.63
1261,110.43
1262,333.69
1265,127.25
1273,176.53
1277,258.75
1278,112.9
1280,112.31
1284,230.61
1285,331.62
1288,35.51
1295,118.88
1297,364.92
1299,263.19
1304,149.9
1308,41.38
1310,95.22
1311,112.45
1314,95.28
1315,113.65
1318,32.27
1320,319.09
1321,296.34
1322,224.58
1330,112.74
1333,164.74
1334,242.74
1341,138.35
1344,139.97
1351,242.2
1354,101.66
1356,60.41
1363,123.37
1365,204.07
1369,127.22
1373,113.38
1375,115.12
1377,88.57
1379,145.33
1380,277.64
1381,98.94
1384,170.32
1390,189.96
1393,237.57
1395,48.76
1399,326.19
1400,91.63
1401,164.94
1404,156.68
1408,13.36
1409,28.96
1413,232.15
1416,280.0
1418,102.05
1423,96.6
1424,27.85
1425,15.27
1433,275.61
1434,137.46
1436,335.85
1442,254.84
1444,83.5
1445,94.68
1452,225.53
1455,173.85
1462,77.86
1467,78.19
1472,43.75
1475,182.0
1493,113.65
1501,230.75
1503,292.46
1504,219.86
1505,14.44
1511,226.3
1512,50.77
1513,77.94
1514,40.73
1528,244.22
1533,255.69
1534,31.31
1536,147.34
1537,74.8
1539,219.29
1550,222.07
1552,206.73
1554,199.0
1555,351.81
1556,97.74
1559,33.51
1563,271.16
1566,152.61
1567,142.34
1568,31.25
1571,229.33
1572,18.35
1574,49.41
1577,17.54
1583,65.15
1585,30.14
1586,191.66
1587,196.33
1596,146.5
1602,32.99
1604,78.83
1605,35.87
1610,303.93
1611,91.93
1616,35.33
1617,96.92
1618,15.69
1622,44.5
1623,32.52
1628,302.54
1631,18.29
1632,179.93
1633,253.2
1634,313.66
1636,226.12
1637,101.89
1643,125.46
1644,103.36
1646,98.37
1648,204.61
1651,31.81
1656,18.73
