id,count
0,98.21
1,219.57
2,79.56
4,42.46
5,58.3
10,128.8
11,192.52
12,293.75
15,41.61
17,110.82
18,299.65
23,251.45
25,108.03
26,43.8
31,201.53
39,161.17
40,25.27
41,178.63
42,327.58
43,162.14
51,232.61
52,81.12
54,30.0
60,140.52
61,139.42
62,114.47
63,26.49
65,120.8
66,114.07
68,159.43
71,82.01
80,40.45
82,66.29
94,129.97
98,277.93
101,40.14
102,134.37
107,117.57
112,225.61
113,85.28
115,59.38
116,122.78
120,169.99
121,80.13
122,321.02
132,188.71
143,88.68
147,63.1
150,21.56
151,89.85
152,248.55
153,94.12
155,143.43
156,81.08
159,201.26
161,150.93
163,50.58
177,184.33
186,29.43
188,19.48
190,96.78
191,85.5
192,255.51
195,294.44
200,152.32
209,309.08
210,32.32
211,225.3
214,149.25
215,35.04
218,105.39
219,32.69
222,152.04
225,15.74
228,318.46
236,234.34
241,35.87
242,186.01
243,242.78
245,31.57
247,248.35
251,133.49
252,94.46
253,83.18
254,87.1
258,322.09
260,57.5
261,170.41
265,96.3
266,261.6
267,276.34
269,165.51
270,66.53
275,105.65
278,44.62
279,84.91
286,99.31
287,29.22
288,222.27
289,154.98
293,21.39
294,162.02
297,39.91
302,117.9
303,76.08
304,60.39
307,103.16
309,29.7
311,172.48
312,136.47
314,188.71
315,247.42
319,180.16
322,118.47
323,63.51
325,124.52
327,224.98
330,41.77
332,216.44
333,21.25
338,105.73
341,108.65
345,181.84
348,126.12
349,50.07
350,121.18
352,56.4
355,17.13
356,215.48
358,58.95
363,128.0
369,159.95
371,21.87
372,139.02
375,290.07
380,128.9
388,44.17
391,144.93
392,237.9
393,345.29
394,161.67
396,37.38
401,33.44
407,91.51
409,95.83
410,116.38
416,105.44
418,126.12
420,152.19
421,207.25
422,130.06
424,296.54
428,301.24
429,220.71
431,176.64
435,14.38
439,121.84
441,26.64
447,89.22
449,138.25
451,137.94
452,34.07
454,212.39
458,209.92
463,123.77
467,27.63
470,221.49
471,160.37
474,284.83
478,28.48
483,121.15
484,132.36
485,90.69
486,127.83
491,103.17
494,99.59
495,215.1
497,195.77
499,162.88
515,111.91
518,208.43
521,175.29
525,154.95
529,254.55
532,141.23
534,90.8
540,99.6
544,291.15
547,167.2
549,51.65
563,42.49
564,139.11
567,119.99
572,111.31
577,137.06
578,267.26
585,314.71
588,138.25
589,122.95
590,106.33
592,28.92
594,220.21
596,27.77
598,318.34
599,141.88
605,43.01
606,126.37
607,230.74
608,226.77
609,63.35
610,283.03
611,152.87
614,126.47
615,213.6
616,242.07
617,126.1
618,237.94
624,118.58
629,134.83
631,93.85
633,94.44
637,34.8
638,106.35
643,64.11
644,147.52
645,42.37
646,207.09
648,189.41
650,36.07
651,163.54
652,257.29
656,121.2
657,30.2
659,75.75
660,207.61
662,101.49
665,348.67
675,311.54
681,160.22
682,199.46
685,20.55
686,219.57
689,34.66
696,140.7
703,148.62
704,100.81
705,148.79
714,231.7
717,100.65
718,27.78
720,93.81
721,262.86
723,235.73
726,153.33
728,135.05
730,162.48
731,41.71
734,341.21
737,85.37
738,22.0
745,171.93
746,40.31
749,227.43
752,34.08
753,144.79
758,239.28
765,31.04
766,228.96
768,87.41
769,191.75
774,127.58
775,110.9
