id,count
0,30.0
1,226.0
2,49.0
4,18.0
5,64.0
10,149.0
11,109.0
12,264.0
15,49.0
17,134.0
18,278.0
23,278.0
25,85.0
26,36.0
31,221.0
39,229.0
40,30.0
41,15.0
42,284.0
43,189.0
51,309.0
52,46.0
54,9.0
60,112.0
61,112.0
62,146.0
63,30.0
65,149.0
66,129.0
68,112.0
71,76.0
80,30.0
82,30.0
94,112.0
98,117.0
101,35.0
102,95.0
107,15.0
112,296.0
113,37.0
115,17.0
116,133.0
120,56.0
121,55.0
122,278.0
132,221.0
143,37.0
147,30.0
150,30.0
151,80.0
152,380.0
153,30.0
155,48.0
156,52.0
159,138.0
161,189.0
163,23.0
177,189.0
186,16.0
188,16.0
190,108.0
191,81.0
192,244.0
195,247.0
200,221.0
209,278.0
210,9.0
211,293.0
214,109.0
215,30.0
218,115.0
219,38.0
222,56.0
225,16.0
228,317.0
236,348.0
241,37.0
242,380.0
243,317.0
245,22.0
247,369.0
251,227.0
252,103.0
253,90.0
254,74.0
258,278.0
260,30.0
261,118.0
265,137.0
266,221.0
267,380.0
269,138.0
270,30.0
275,104.0
278,50.0
279,71.0
286,37.0
287,24.0
288,191.0
289,256.0
293,13.0
294,304.0
297,17.0
302,95.0
303,117.0
304,64.0
307,129.0
309,20.0
311,189.0
312,134.0
314,296.0
315,317.0
319,224.0
322,133.0
323,30.0
325,104.0
327,221.0
330,20.0
332,227.0
333,24.0
338,118.0
341,74.0
345,15.0
348,102.0
349,40.0
350,146.0
352,30.0
355,18.0
356,348.0
358,30.0
363,146.0
369,147.0
371,18.0
372,229.0
375,221.0
380,133.0
388,40.0
391,229.0
392,124.0
393,380.0
394,236.0
396,22.0
401,117.0
407,137.0
409,68.0
410,146.0
416,109.0
418,107.0
420,133.0
421,118.0
422,133.0
424,278.0
428,244.0
429,176.0
431,155.0
435,23.0
439,122.0
441,18.0
447,71.0
449,118.0
451,102.0
452,20.0
454,140.0
458,172.0
463,118.0
467,18.0
470,15.0
471,146.0
474,380.0
478,8.0
483,95.0
484,119.0
485,98.0
486,125.0
491,95.0
494,74.0
495,155.0
497,248.0
499,380.0
515,115.0
518,249.0
521,197.0
525,146.0
529,164.0
532,118.0
534,137.0
540,30.0
544,278.0
547,138.0
549,43.0
563,50.0
564,229.0
567,95.0
572,95.0
577,85.0
578,317.0
585,380.0
588,229.0
589,85.0
590,137.0
592,17.0
594,14.0
596,16.0
598,234.0
599,142.0
605,103.0
606,146.0
607,189.0
608,219.0
609,30.0
610,252.0
611,197.0
614,151.0
615,171.0
616,248.0
617,118.0
618,380.0
624,95.0
629,180.0
631,75.0
633,117.0
637,2.0
638,95.0
643,30.0
644,218.0
645,50.0
646,249.0
648,183.0
650,103.0
651,212.0
652,366.0
656,87.0
657,20.0
659,90.0
660,293.0
662,95.0
665,380.0
675,284.0
681,120.0
682,205.0
685,24.0
686,246.0
689,20.0
696,97.0
703,219.0
704,95.0
705,155.0
714,206.0
717,117.0
718,17.0
720,103.0
721,324.0
723,276.0
726,208.0
728,141.0
730,212.0
731,34.0
734,278.0
737,30.0
738,24.0
745,310.0
746,29.0
749,266.0
752,17.0
753,236.0
758,276.0
765,20.0
766,287.0
768,98.0
769,278.0
774,225.0
775,87.0
781,90.0
784,380.0
794,22.0
795,280.0
796,30.0
802,134.0
803,212.0
805,20.0
806,366.0
807,118.0
809,20.0
810,85.0
812,212.0
814,95.0
818,380.0
819,237.0
825,17.0
836,55.0
839,115.0
847,278.0
848,200.0
851,141.0
852,115.0
853,37.0
857,150.0
858,20.0
859,205.0
861,20.0
867,237.0
870,102.0
871,199.0
872,118.0
874,150.0
881,246.0
886,150.0
890,30.0
895,118.0
899,128.0
900,244.0
901,200.0
902,284.0
903,49.0
913,194.0
918,122.0
923,124.0
924,50.0
926,27.0
927,16.0
930,380.0
934,20.0
937,87.0
939,102.0
941,103.0
942,324.0
946,380.0
950,95.0
953,107.0
959,39.0
961,20.0
962,103.0
964,15.0
969,139.0
971,221.0
976,49.0
978,402.0
980,219.0
981,226.0
990,244.0
993,22.0
996,17.0
998,234.0
999,152.0
1006,132.0
1008,46.0
1013,103.0
1015,95.0
1016,115.0
1022,304.0
1026,189.0
1028,380.0
1031,90.0
1034,90.0
1037,150.0
1040,86.0
1042,28.0
1046,22.0
1048,87.0
1049,132.0
1050,94.0
1051,237.0
1052,150.0
1055,48.0
1060,150.0
1064,30.0
1066,109.0
1071,132.0
1073,2.0
1089,132.0
1091,115.0
1092,100.0
1093,200.0
1096,380.0
1097,200.0
1098,20.0
1099,21.0
1102,115.0
1107,117.0
1109,32.0
1111,46.0
1112,92.0
1114,274.0
1116,290.0
1117,132.0
1118,78.0
1122,111.0
1124,132.0
1127,95.0
1133,287.0
1134,22.0
1135,75.0
1139,380.0
1143,86.0
1150,103.0
1151,92.0
1153,222.0
1155,22.0
1162,20.0
1163,249.0
1166,23.0
1171,86.0
1172,16.0
1173,315.0
1174,117.0
1177,107.0
1178,39.0
1184,61.0
1185,132.0
1186,43.0
1187,115.0
1188,150.0
1191,132.0
1207,88.0
1213,40.0
1215,112.0
1223,380.0
1227,150.0
1236,86.0
1237,94.0
1238,24.0
1241,17.0
1248,7.0
1250,117.0
1251,225.0
1253,95.0
1255,165.0
1257,127.0
1261,95.0
1262,398.0
1265,115.0
1273,122.0
1277,138.0
1278,115.0
1280,95.0
1284,229.0
1285,331.0
1288,19.0
1295,90.0
1297,293.0
1299,278.0
1304,138.0
1308,45.0
1310,95.0
1311,115.0
1314,87.0
1315,87.0
1318,45.0
1320,200.0
1321,234.0
1322,293.0
1330,165.0
1333,122.0
1334,138.0
1341,41.0
1344,102.0
1351,85.0
1354,23.0
1356,86.0
1363,90.0
1365,141.0
1369,151.0
1373,95.0
1375,112.0
1377,100.0
1379,123.0
1380,244.0
1381,99.0
1384,302.0
1390,380.0
1393,194.0
1395,86.0
1399,331.0
1400,107.0
1401,221.0
1404,246.0
1408,7.0
1409,23.0
1413,199.0
1416,200.0
1418,95.0
1423,106.0
1424,17.0
1425,29.0
1433,150.0
1434,150.0
1436,85.0
1442,219.0
1444,128.0
1445,141.0
1452,115.0
1455,122.0
1462,86.0
1467,37.0
1472,45.0
1475,200.0
1493,95.0
1501,249.0
1503,380.0
1504,380.0
1505,17.0
1511,91.0
1512,86.0
1513,115.0
1514,103.0
1528,296.0
1533,380.0
1534,17.0
1536,218.0
1537,37.0
1539,86.0
1550,141.0
1552,224.0
1554,219.0
1555,380.0
1556,23.0
1559,35.0
1563,150.0
1566,123.0
1567,86.0
1568,7.0
1571,222.0
1572,11.0
1574,94.0
1577,19.0
1583,23.0
1585,24.0
1586,141.0
1587,278.0
1596,225.0
1602,37.0
1604,117.0
1605,21.0
1610,380.0
1611,115.0
1616,35.0
1617,95.0
1618,16.0
1622,39.0
1623,33.0
1628,222.0
1631,14.0
1632,91.0
1633,239.0
1634,398.0
1636,85.0
1637,119.0
1643,200.0
1644,119.0
1646,103.0
1648,219.0
1651,20.0
1656,24.0
1658,116.0
1659,11.0
1665,163.0
1666,165.0
1670,37.0
1674,115.0
1679,324.0
1680,380.0
1683,317.0
1686,17.0
1691,95.0
1693,44.0
1696,117.0
1697,95.0
1703,37.0
1706,14.0
1709,123.0
1710,86.0
1712,284.0
1713,117.0
1718,398.0
1719,152.0
1722,150.0
1723,117.0
1724,331.0
1728,37.0
1730,103.0
1732,31.0
1737,20.0
1745,94.0
1747,21.0
1748,14.0
1755,115.0
1759,19.0
1761,380.0
1764,171.0
1765,225.0
1766,94.0
1768,94.0
1770,35.0
1771,139.0
1774,99.0
1785,92.0
1788,226.0
1792,21.0
1794,380.0
1797,115.0
1798,11.0
1799,215.0
1802,95.0
1806,33.0
1808,103.0
1810,278.0
1818,86.0
1819,200.0
1820,278.0
1822,380.0
1826,380.0
1827,213.0
1835,7.0
1841,107.0
1842,109.0
1843,24.0
1846,44.0
1849,61.0
1850,246.0
1851,200.0
1857,86.0
1858,138.0
1860,115.0
1861,239.0
1864,74.0
1869,234.0
1871,86.0
1872,3.0
1875,26.0
1878,324.0
1879,222.0
1885,94.0
1888,122.0
1889,14.0
1890,115.0
1896,102.0
1897,119.0
1898,100.0
1900,80.0
1905,117.0
1908,82.0
1909,97.0
1913,86.0
1918,97.0
1922,186.0
1923,119.0
1925,304.0
1926,102.0
1927,244.0
1930,171.0
1935,26.0
1939,135.0
1942,87.0
1943,58.0
1948,287.0
1949,380.0
1951,165.0
1953,97.0
1959,108.0
1963,21.0
1967,115.0
1973,138.0
1975,9.0
1976,90.0
1990,165.0
1993,97.0
1997,212.0
1999,119.0
2001,239.0
2004,86.0
2010,81.0
2013,269.0
2017,293.0
2021,95.0
2023,212.0
2026,246.0
2037,11.0
2039,51.0
2041,17.0
2046,37.0
2050,21.0
2060,85.0
2067,115.0
2069,115.0
2072,186.0
2074,119.0
2079,115.0
2083,21.0
2085,34.0
2087,31.0
2093,150.0
2094,24.0
2097,11.0
2103,103.0
2104,86.0
2107,165.0
2108,14.0
2110,111.0
2115,380.0
2117,103.0
2125,380.0
2127,186.0
2133,31.0
2134,215.0
2135,165.0
2141,186.0
2143,8.0
2145,94.0
2146,24.0
2147,380.0
2148,86.0
2149,94.0
2165,87.0
2166,171.0
2177,34.0
